normalized_form	reading	senses
作曲家	サッキョクカ	composer
作家	サッカ	author; writer; novelist; artist
作	サク	work (e.g. of art); piece; production|harvest; crop; yield; cultivation; tillage|technique
作り話	ツクリバナシ	fiction; made-up story; fable; fabrication; myth
作風	サクフウ	style (of a work, author, artist, etc.); characteristics
作り出す	ツクリダス	to manufacture; to produce; to raise (crops)|to invent; to dream up; to create
作成	サクセイ	making (a report, plan, contract, etc.); drawing up; writing out; preparing; creating (a file, website, account, etc.)
作詞	サクシ	(writing) song lyrics
作品	サクヒン	work (e.g. book, film, painting, composition); piece; production; opus
作動	サドウ	operation; functioning; running
作者	サクシャ	creator (of a work); author; writer; artist; composer; playwright; dramatist
削り節	ケズリブシ	flaked bonito
作用	サヨウ	action; operation; process; agency; effect; function
作曲	サッキョク	composition (of music); setting; writing music
作り	ツクリ	making; producing; manufacturing; building; construction; make; structure|appearance (attire, make-up, etc.)|build; physique|sashimi|forced (smile, etc.)
作戦	サクセン	tactics; strategy|military operation; naval operation
削減	サクゲン	cut; reduction; curtailment
作文	サクブン	writing (an essay, prose, etc.); composition|formal writing with little real meaning
作り上げる	ツクリアゲル	to build up; to complete; to construct; to create; to put together|to make up; to fabricate; to invent; to cook up
作製	サクセイ	manufacture; production
作物	サクモツ	crop; crops; (agricultural) produce; farm products
作り笑い	ツクリワライ	forced laugh; forced smile
作業	サギョウ	work; operation; task
削る	ケズル	to shave (wood, leather, etc.); to sharpen (e.g. pencil); to plane; to whittle; to pare; to scrape off; to erode|to cut down (budget, expenses, staff, time, etc.); to curtail; to reduce|to delete; to erase; to remove; to cross out; to strike out
削除	サクジョ	deletion; elimination; erasure; striking out
作法	サホウ	manners; etiquette; propriety|manner of production (esp. of prose, poetry, etc.); way of making
昨年	サクネン	last year
昨春	サクシュン	last spring; the spring of last year
搾取	サクシュ	exploitation; bleeding dry; squeezing dry|milking (e.g. a cow's teat); extracting (a liquid) through squeezing
作柄	サクガラ	crop (conditions); harvest; yield|quality (of an artistic work)
昨今	サッコン	these days; nowadays; recently; lately
索引	サクイン	index (in a book)
策略	サクリャク	stratagem; artifice; trick; ruse; scheme; tactics
策定	サクテイ	formulation (of a plan, policy, etc.); decision; settling on
錯乱	サクラン	confusion; distraction; derangement
柵	サク	fence; paling; railing|fortress
策	サク	plan; policy; means; measure; stratagem; scheme|fifth principle of the Eight Principles of Yong; right upward flick
擦る	スル	to rub; to scrub; to scrape|to repeatedly reuse (a joke, a topic of conversation, etc.); to milk; to keep getting mileage out of|to mash (a button); to spam (a move)|to rub; to chafe; to strike (match); to file; to frost (glass)|to squander (one's money); to run through (one's fortune); to lose money (e.g. by gambling)
刷新	サッシン	reform; renovation
札束	サツタバ	bundle of banknotes; stack of bills|large sum of money
察知	サッチ	to sense; to infer; to gather; to pick up on; to get wind of; to perceive
冊子	サッシ	book; booklet; story book; pamphlet; notebook
錯誤	サクゴ	mistake; error; discrepancy|discrepancy between one's actions and intentions
昨晩	サクバン	last night
錯覚	サッカク	illusion; hallucination|misapprehension; misconception; misunderstanding; illusion; delusion; mistake
冊	サツ	counter for books|volume
搾乳	サクニュウ	milking (a cow, goat, etc.)|breast pumping; milk expression
撮影	サツエイ	photography (still or motion); photographing; filming; shooting; (video) recording
刷る	スル	to print|to color or pattern fabric using a wooden mold
撮る	トル	to take (a photograph)|to record (audio or video); to film; to shoot
札	サツ	ticket; token; check; receipt|label; tag|sign; card; plate|playing card|charm; talisman
察する	サッスル	to guess; to sense; to presume; to judge|to sympathize with; to sympathise with
殺気	サッキ	thirst for blood; bloodlust; determination to kill
殺し	コロシ	murder; killing; murderer
殺意	サツイ	intent to kill; intent to murder; urge to kill; murderous impulse
殺菌	サッキン	sterilization; sterilisation; disinfection; pasteurization
殺人	サツジン	murder; homicide; manslaughter
殺す	コロス	to kill; to slay; to murder; to slaughter|to suppress; to block; to hamper; to destroy (e.g. talent); to eliminate (e.g. an odour); to spoil (e.g. a flavour); to kill (e.g. one's speed)|to suppress (a voice, feelings, etc.); to hold back; to stifle (a yawn, laugh, etc.); to hold (one's breath)|to put out (a runner)|to pawn; to put in hock
殺傷	サッショウ	killing and wounding; bloodshed
殺害	サツガイ	killing; murder
雑巾	ゾウキン	house-cloth; dust cloth
雑煮	ゾウニ	soup containing rice cakes and vegetables (New Year's dish)
雑音	ザツオン	noise (usu. unpleasant)|interference (e.g. radio); static; noise|gossip; irresponsible criticism
殺到	サットウ	rush; flood; deluge
殺虫剤	サッチュウザイ	insecticide; pesticide
鮫	サメ	shark
薩摩芋	サツマイモ	sweet potato (Ipomoea batatas)
雑居	ザッキョ	living together; mixed residence; sharing living quarters|multi-tenant; community
雑貨	ザッカ	miscellaneous goods; general goods; sundries
雑炊	ゾウスイ	rice porridge made by simmering cooked rice in a seasoned broth, often containing vegetables, fish, etc. (usu. made from leftovers)
雑草	ザッソウ	weed
雑誌	ザッシ	magazine; journal; periodical
雑	ザツ	rough; crude; sloppy; messy|miscellaneous
三角	サンカク	triangle; triangular shape
雑木林	ゾウキバヤシ	grove of miscellaneous trees; copse; coppice; thicket
皿洗い	サラアライ	washing-up; dish-washing
皿	サラ	plate; dish; platter; disc|serving; helping; course|kanji radical 108 (at the bottom)
錆びる	サビル	to rust; to become rusty
雑談	ザツダン	chatting; idle talk
鯖	サバ	mackerel (esp. the chub mackerel, Scomber japonicus)|server (esp. in an online game)
三女	サンジョ	third daughter
三省	サンセイ	frequent reflection; frequent meditation
三本	ミモト	three (long cylindrical things)|three-of-a-kind (in a dealt hand)
傘	カサ	umbrella; parasol|something shaped like an umbrella or a conical hat; shade (of a lamp); mushroom cap; pileus
3000	サンレイレイレイ	3000; three thousand|many
傘下	サンカ	affiliated with; under jurisdiction of; under the umbrella
三振	サンシン	strikeout
三男	サンナン	three sons|third son
300	サンレイレイ	300; three hundred|300 mon; trifling amount; two-bit item|shyster
三塁打	サンルイダ	three-base hit; triple
参議院	サンギイン	House of Councillors (upper house of the National Diet of Japan)
参観	サンカン	visit; inspection
参る	マイル	to go; to come|to lose; to be defeated; to give up; to be beaten; to yield|to be stumped (by); to be at a loss; to be nonplussed (by); to be confused; to be bewildered|to visit (a shrine, grave, etc.); to go to worship (at a temple)|to give in (of one's body); to be exhausted (by); to weaken; to collapse (e.g. in the heat)
参院	サンイン	House of Councillors (upper house of the National Diet of Japan)
三流	サンリュウ	third-rate; third-class
三塁	サンルイ	third base
参加	サンカ	participation; joining; entry
参考書	サンコウショ	reference book; study-aid book; supplemental textbook; student handbook
参事	サンジ	secretary; councillor; councilor
参画	サンカク	taking part (in planning); participation
参政権	サンセイケン	suffrage; franchise
参道	サンドウ	road approaching a shrine
参加者	サンカシャ	participant; entrant; player; competitor
参考	サンコウ	reference; consultation
三塁手	サンルイシュ	third baseman
参戦	サンセン	participation in a war; going to war|taking part in a competition or contest
参入	サンニュウ	entering (the marketplace); introducing (something) to the market; access|visiting a high-class or noble individual
参照	サンショウ	reference (e.g. to a dictionary, passage, footnotes); consultation; comparison|browsing (to a file or folder)
参事官	サンジカン	councillor; councilor
参列	サンレツ	attendance; participation; presence
山葵	ワサビ	wasabi (Wasabia japonica); Japanese horseradish|horseradish (or any blend of wasabi and horseradish)
参謀	サンボウ	staff officer; military staff|adviser; counselor; counsellor
山崩れ	ヤマクズレ	landslide
山川	ヤマカワ	mountains and rivers
山	ヤマ	mountain; hill|mine|(mountain) forest|heap; pile; stack; mountain|protruding or high part of an object; crown (of a hat); thread (of a screw); tread (of a tire)
山荘	サンソウ	mountain villa; mountain retreat; mountain cottage
山奥	ヤマオク	deep in the mountains; mountain recesses
山火事	ヤマカジ	forest fire; wildfire; bushfire
山道	サンドウ	mountain road; mountain trail
参与	サンヨ	participation; taking part|consultant; councillor; adviser
山小屋	ヤマゴヤ	mountain hut (esp. one that offers lodging to climbers and hikers); mountain cottage; mountain shanty
山林	サンリン	mountain forest; forest on a mountain; forest land; woodland|mountains and forests
山地	サンチ	mountainous region; mountainous district; hilly district
山賊	サンゾク	bandit; brigand
