term	reading	rank	part_of_speech
ええ	エエ	469	感動詞,一般,*,*,*,*
女	オンナ	470	名詞,普通名詞,一般,*,*,*
君	キミ	471	代名詞,*,*,*,*,*
君	クン	472	代名詞,*,*,*,*,*
だけど	ダケド	473	助動詞+助詞
二人	フタリ	474	名詞,普通名詞,副詞可能,*,*,*
者	モノ	475	名詞,普通名詞,一般,*,*,*
やっぱり	ヤッパリ	476	副詞,*,*,*,*,*
でしょ	デショ	477	助動詞,*,*,*,助動詞-デス,意志推量形
えっ	エッ	478	感動詞,一般,*,*,*,*
ちゃんと	チャント	479	副詞,*,*,*,*,*
こっち	コッチ	480	代名詞,*,*,*,*,*
すごい	スゴイ	481	形容詞,一般,*,*,形容詞,終止形-一般
確かに	タシカニ	482	形状詞+助動詞
聞こえる	キコエル	483	動詞,一般,*,*,下一段-ア行,終止形-一般
なんで	ナンデ	484	代名詞+助詞
先生	センセイ	485	名詞,普通名詞,一般,*,*,*
だろうか	ダロウカ	486	助動詞+助詞
まさか	マサカ	487	副詞,*,*,*,*,*
ようだ	ヨウダ	488	形状詞+助動詞
ねえ	ネエ	489	感動詞,一般,*,*,*,*
そうだ	ソウダ	490	副詞+助動詞
なんです	ナンデス	491	助動詞+助詞+助動詞
けれど	ケレド	492	接続詞,*,*,*,*,*
なに	ナニ	493	代名詞,*,*,*,*,*
まるで	マルデ	494	副詞,*,*,*,*,*
他	ホカ	495	名詞,普通名詞,副詞可能,*,*,*
殺す	コロス	496	動詞,一般,*,*,五段-サ行,終止形-一般
事	コト	497	名詞,普通名詞,一般,*,*,*
じゃないか	ジャナイカ	498	助動詞+形容詞+助詞
胸	ムネ	499	名詞,普通名詞,一般,*,*,*
さっき	サッキ	500	名詞,普通名詞,副詞可能,*,*,*
思い出す	オモイダス	502	動詞,一般,*,*,五段-サ行,終止形-一般
へと	ヘト	503	助詞+助詞
あんた	アンタ	504	代名詞,*,*,*,*,*
おい	オイ	505	感動詞,一般,*,*,*,*
一番	イチバン	506	副詞,*,*,*,*,*
一人	ヒトリ	507	名詞,普通名詞,副詞可能,*,*,*
ありがとう	アリガトウ	508	感動詞,一般,*,*,*,*
そうか	ソウカ	509	副詞+助詞
頼む	タノム	510	動詞,一般,*,*,五段-マ行,終止形-一般
一つ	ヒトツ	511	名詞+接尾辞
表情	ヒョウジョウ	512	名詞,普通名詞,一般,*,*,*
ごめん	ゴメン	513	名詞,普通名詞,一般,*,*,*
怖い	コワイ	514	形容詞,一般,*,*,形容詞,終止形-一般
良い	ヨイ	515	形容詞,非自立可能,*,*,形容詞,終止形-一般
ゆっくり	ユックリ	516	副詞,*,*,*,*,*
つまり	ツマリ	517	副詞,*,*,*,*,*
だったら	ダッタラ	518	助動詞+助動詞
腕	ウデ	519	名詞,普通名詞,一般,*,*,*
それから	ソレカラ	520	代名詞+助詞
ほら	ホラ	521	感動詞,一般,*,*,*,*
あ	ア	522	感動詞,フィラー,*,*,*,*
欲しい	ホシイ	523	形容詞,非自立可能,*,*,形容詞,終止形-一般
やはり	ヤハリ	524	副詞,*,*,*,*,*
確認	カクニン	525	名詞,普通名詞,サ変可能,*,*,*
そうです	ソウデス	526	副詞+助動詞
全部	ゼンブ	527	名詞,普通名詞,副詞可能,*,*,*
何度	ナンド	528	名詞,普通名詞,一般,*,*,*
そんなに	ソンナニ	529	形状詞+助動詞
ほう	ホウ	530	感動詞,一般,*,*,*,*
子供	コドモ	531	名詞,普通名詞,一般,*,*,*
二	ニ	532	名詞,数詞,*,*,*,*
光	ヒカリ	533	名詞,普通名詞,一般,*,*,*
おかしい	オカシイ	534	形容詞,一般,*,*,形容詞,終止形-一般
寝る	ネル	535	動詞,一般,*,*,下一段-ナ行,終止形-一般
なのだ	ナノダ	536	助動詞+助詞+助動詞
なるほど	ナルホド	537	副詞,*,*,*,*,*
もん	モン	538	名詞,普通名詞,一般,*,*,*
小さな	チイサナ	539	連体詞,*,*,*,*,*
瞬間	シュンカン	540	名詞,普通名詞,副詞可能,*,*,*
気がする	キガスル	541	名詞+助詞+動詞
今まで	イママデ	542	名詞,普通名詞,副詞可能,*,*,*
優しい	ヤサシイ	543	形容詞,一般,*,*,形容詞,終止形-一般
嫌	イヤ	544	形状詞,一般,*,*,*,*
あいつ	アイツ	545	代名詞,*,*,*,*,*
ううん	ウウン	546	感動詞,一般,*,*,*,*
明日	アシタ	547	名詞,普通名詞,副詞可能,*,*,*
泣く	ナク	548	動詞,一般,*,*,五段-カ行,終止形-一般
頑張る	ガンバル	549	動詞,一般,*,*,五段-ラ行,終止形-一般
怒る	オコル	550	動詞,一般,*,*,五段-ラ行,終止形-一般
はずだ	ハズダ	551	名詞+助動詞
あんな	アンナ	552	形状詞,一般,*,*,*,*
娘	ムスメ	553	名詞,普通名詞,一般,*,*,*
今回	コンカイ	554	名詞,普通名詞,副詞可能,*,*,*
やつ	ヤツ	555	名詞,普通名詞,一般,*,*,*
昨日	キノウ	556	名詞,普通名詞,副詞可能,*,*,*
ですから	デスカラ	557	助動詞+助詞
かしら	カシラ	558	助詞,終助詞,*,*,*,*
変	ヘン	559	名詞,普通名詞,形状詞可能,*,*,*
探す	サガス	560	動詞,一般,*,*,五段-サ行,終止形-一般
しかも	シカモ	561	接続詞,*,*,*,*,*
返す	カエス	562	動詞,一般,*,*,五段-サ行,終止形-一般
国	クニ	563	名詞,普通名詞,一般,*,*,*
なあ	ナア	564	感動詞,一般,*,*,*,*
当然	トウゼン	565	形状詞,一般,*,*,*,*
座る	スワル	566	動詞,一般,*,*,五段-ラ行,終止形-一般
でしょうか	デショウカ	567	助動詞+助詞
つつ	ツツ	568	副詞,*,*,*,*,*
ではある	デハアル	569	助詞+助詞+動詞
黙る	ダマル	570	動詞,一般,*,*,五段-ラ行,終止形-一般
気づく	キヅク	571	動詞,一般,*,*,五段-カ行,終止形-一般
しばらく	シバラク	572	副詞,*,*,*,*,*
いえ	イエ	573	感動詞,一般,*,*,*,*
隠す	カクス	574	動詞,一般,*,*,五段-サ行,終止形-一般
気になる	キニナル	575	名詞+助詞+動詞
奥	オク	576	名詞,普通名詞,一般,*,*,*
向ける	ムケル	577	動詞,一般,*,*,下一段-カ行,終止形-一般
笑顔	エガオ	578	名詞,普通名詞,一般,*,*,*
かなり	カナリ	579	副詞,*,*,*,*,*
軽い	カルイ	580	形容詞,一般,*,*,形容詞,終止形-一般
目の前	メノマエ	581	名詞+助詞+名詞
お願い	オネガイ	582	名詞,普通名詞,サ変可能,*,*,*
開ける	アケル	583	動詞,一般,*,*,下一段-カ行,終止形-一般
せい	セイ	584	名詞,普通名詞,一般,*,*,*
まったく	マッタク	585	副詞,*,*,*,*,*
女の子	オンナノコ	586	名詞,普通名詞,一般,*,*,*
こんなに	コンナニ	587	形状詞+助動詞
しかない	シカナイ	588	助詞+形容詞
ならば	ナラバ	589	助動詞+助詞
とにかく	トニカク	590	副詞,*,*,*,*,*
ことはない	コトハナイ	591	名詞+助詞+形容詞
痛い	イタイ	592	形容詞,一般,*,*,形容詞,終止形-一般
敵	テキ	593	名詞,普通名詞,一般,*,*,*
一	イチ	594	名詞,数詞,*,*,*,*
実は	ジツハ	595	名詞+助詞
後ろ	ウシロ	596	名詞,普通名詞,一般,*,*,*
そこまで	ソコマデ	597	代名詞+助詞
物	モノ	598	名詞,普通名詞,サ変可能,*,*,*
さらに	サラニ	599	接続詞,*,*,*,*,*
髪	カミ	600	名詞,普通名詞,一般,*,*,*
一瞬	イッシュン	602	名詞,普通名詞,副詞可能,*,*,*
落ち着く	オチツク	603	動詞,一般,*,*,五段-カ行,終止形-一般
どうした	ドウシタ	604	副詞+動詞+助動詞
隣	トナリ	605	名詞,普通名詞,一般,*,*,*
不思議	フシギ	606	名詞,普通名詞,形状詞可能,*,*,*
戦う	タタカウ	607	動詞,一般,*,*,五段-ワア行,終止形-一般
さあ	サア	608	感動詞,一般,*,*,*,*
こいつ	コイツ	609	代名詞,*,*,*,*,*
現れる	アラワレル	610	動詞,一般,*,*,下一段-ラ行,終止形-一般
そろそろ	ソロソロ	611	副詞,*,*,*,*,*
私たち	ワタシタチ	612	代名詞,*,*,*,*,*
記憶	キオク	613	名詞,普通名詞,サ変可能,*,*,*
彼ら	カレラ	614	代名詞+接尾辞
すべて	スベテ	615	名詞,普通名詞,副詞可能,*,*,*
学校	ガッコウ	616	名詞,普通名詞,一般,*,*,*
さえ	サエ	617	助詞,副助詞,*,*,*,*
情報	ジョウホウ	618	名詞,普通名詞,一般,*,*,*
意識	イシキ	619	名詞,普通名詞,サ変可能,*,*,*
というのは	トイウノハ	620	助詞+動詞+助詞+助詞
肩	カタ	621	名詞,普通名詞,一般,*,*,*
色	イロ	622	名詞,普通名詞,一般,*,*,*
触れる	フレル	623	動詞,一般,*,*,下一段-ラ行,終止形-一般
勝つ	カツ	624	動詞,一般,*,*,五段-タ行,終止形-一般
結局	ケッキョク	625	名詞,普通名詞,副詞可能,*,*,*
三	サン	626	名詞,数詞,*,*,*,*
全然	ゼンゼン	627	副詞,*,*,*,*,*
上がる	アガル	628	動詞,一般,*,*,五段-ラ行,終止形-一般
げ	ゲ	629	接尾辞,形状詞的,*,*,*,*
動き	ウゴキ	630	名詞,普通名詞,一般,*,*,*
白い	シロイ	631	形容詞,一般,*,*,形容詞,終止形-一般
指	ユビ	632	名詞,普通名詞,一般,*,*,*
可能性	カノウセイ	633	名詞,普通名詞,一般,*,*,*
赤い	アカイ	634	形容詞,一般,*,*,形容詞,終止形-一般
失礼	シツレイ	635	名詞,普通名詞,サ変形状詞可能,*,*,*
幸せ	シアワセ	636	名詞,普通名詞,形状詞可能,*,*,*
負ける	マケル	637	動詞,一般,*,*,下一段-カ行,終止形-一般
背中	セナカ	638	名詞,普通名詞,一般,*,*,*
反応	ハンノウ	639	名詞,普通名詞,サ変可能,*,*,*
壁	カベ	640	名詞,普通名詞,一般,*,*,*
どうやら	ドウヤラ	641	副詞+助詞
いきなり	イキナリ	642	副詞,*,*,*,*,*
空	ソラ	643	名詞,普通名詞,一般,*,*,*
約束	ヤクソク	644	名詞,普通名詞,サ変可能,*,*,*
血	チ	645	名詞,普通名詞,一般,*,*,*
服	フク	646	名詞,普通名詞,一般,*,*,*
恥ずかしい	ハズカシイ	647	形容詞,一般,*,*,形容詞,終止形-一般
過ぎる	スギル	648	動詞,非自立可能,*,*,上一段-ガ行,連体形-一般
事実	ジジツ	649	名詞,普通名詞,副詞可能,*,*,*
静か	シズカ	650	形状詞,一般,*,*,*,*
すむ	スム	651	動詞,一般,*,*,五段-マ行,終止形-一般
行動	コウドウ	652	名詞,普通名詞,サ変可能,*,*,*
突然	トツゼン	653	副詞,*,*,*,*,*
友達	トモダチ	654	名詞,普通名詞,一般,*,*,*
喜ぶ	ヨロコブ	655	動詞,一般,*,*,五段-バ行,連体形-一般
止まる	トマル	656	動詞,一般,*,*,五段-ラ行,終止形-一般
命	イノチ	657	名詞,普通名詞,一般,*,*,*
自身	ジシン	658	名詞,普通名詞,副詞可能,*,*,*
想像	ソウゾウ	659	名詞,普通名詞,サ変可能,*,*,*
面白い	オモシロイ	660	形容詞,一般,*,*,形容詞,終止形-一般
父	チチ	661	名詞,普通名詞,一般,*,*,*
身	ミ	662	名詞,普通名詞,一般,*,*,*
渡す	ワタス	663	動詞,一般,*,*,五段-サ行,終止形-一般
名	ナ	664	名詞,普通名詞,一般,*,*,*
ようやく	ヨウヤク	665	副詞,*,*,*,*,*
全員	ゼンイン	666	名詞,普通名詞,副詞可能,*,*,*
頃	コロ	667	名詞,普通名詞,副詞可能,*,*,*
そもそも	ソモソモ	668	名詞,普通名詞,副詞可能,*,*,*
空気	クウキ	669	名詞,普通名詞,一般,*,*,*
再び	フタタビ	670	副詞,*,*,*,*,*
着る	キル	671	動詞,一般,*,*,上一段-カ行,終止形-一般
母	ハハ	672	名詞,普通名詞,一般,*,*,*
首	クビ	673	名詞,普通名詞,一般,*,*,*
美しい	ウツクシイ	674	形容詞,一般,*,*,形容詞,終止形-一般
一体	イッタイ	675	名詞,普通名詞,一般,*,*,*
店	ミセ	676	名詞,普通名詞,一般,*,*,*
程度	テイド	677	名詞,普通名詞,一般,*,*,*
届く	トドク	678	動詞,一般,*,*,五段-カ行,終止形-一般
さて	サテ	679	接続詞,*,*,*,*,*
難しい	ムズカシイ	680	形容詞,一般,*,*,形容詞,終止形-一般
向こう	ムコウ	681	名詞,普通名詞,一般,*,*,*
神	カミ	682	名詞,普通名詞,一般,*,*,*
気分	キブン	683	名詞,普通名詞,一般,*,*,*
耳	ミミ	684	名詞,普通名詞,一般,*,*,*
ごめんなさい	ゴメンナサイ	685	名詞+動詞
通り	トオリ	686	名詞,普通名詞,助数詞可能,*,*,*
ひどい	ヒドイ	687	形容詞,一般,*,*,形容詞,終止形-一般
むしろ	ムシロ	688	副詞,*,*,*,*,*
飛ぶ	トブ	689	動詞,一般,*,*,五段-バ行,終止形-一般
眠る	ネムル	690	動詞,一般,*,*,五段-ラ行,終止形-一般
仲間	ナカマ	691	名詞,普通名詞,一般,*,*,*
でない	デナイ	692	接続詞+形容詞
さすがに	サスガニ	693	副詞+助詞
山	ヤマ	694	名詞,普通名詞,一般,*,*,*
感情	カンジョウ	695	名詞,普通名詞,一般,*,*,*
ぐらい	グライ	696	助詞,副助詞,*,*,*,*
結構	ケッコウ	697	副詞,*,*,*,*,*
すら	スラ	698	助詞,副助詞,*,*,*,*
危険	キケン	699	名詞,普通名詞,形状詞可能,*,*,*
以前	イゼン	700	名詞,普通名詞,副詞可能,*,*,*
もう一度	モウイチド	703	副詞+名詞
ありがとうございます	アリガトウゴザイマス	704	感動詞+動詞+助動詞
どうぞ	ドウゾ	705	副詞,*,*,*,*,*
済む	スム	706	動詞,一般,*,*,五段-マ行,終止形-一般
とりあえず	トリアエズ	707	副詞,*,*,*,*,*
任せる	マカセル	708	動詞,一般,*,*,下一段-サ行,終止形-一般
遅い	オソイ	709	形容詞,一般,*,*,形容詞,終止形-一般
気にする	キニスル	710	名詞+助詞+動詞
いくら	イクラ	711	副詞,*,*,*,*,*
本気	ホンキ	712	名詞,普通名詞,形状詞可能,*,*,*
あら	アラ	713	感動詞,一般,*,*,*,*
正直	ショウジキ	714	副詞,*,*,*,*,*
動かす	ウゴカス	715	動詞,一般,*,*,五段-サ行,終止形-一般
事件	ジケン	716	名詞,普通名詞,一般,*,*,*
きる	キル	717	動詞,非自立可能,*,*,五段-ラ行,終止形-一般
そういえば	ソウイエバ	718	副詞+動詞+助詞
おりる	オリル	719	動詞,一般,*,*,上一段-ラ行,終止形-一般
起こす	オコス	720	動詞,一般,*,*,五段-サ行,終止形-一般
周囲	シュウイ	721	名詞,普通名詞,一般,*,*,*
海	ウミ	722	名詞,普通名詞,一般,*,*,*
すでに	スデニ	723	副詞,*,*,*,*,*
叫ぶ	サケブ	724	動詞,一般,*,*,五段-バ行,終止形-一般
引く	ヒク	725	動詞,一般,*,*,五段-カ行,終止形-一般
返事	ヘンジ	726	名詞,普通名詞,サ変可能,*,*,*
逆	ギャク	727	名詞,普通名詞,形状詞可能,*,*,*
捨てる	ステル	728	動詞,一般,*,*,下一段-タ行,終止形-一般
甘い	アマイ	729	形容詞,一般,*,*,形容詞,終止形-一般
窓	マド	730	名詞,普通名詞,一般,*,*,*
遊ぶ	アソブ	731	動詞,一般,*,*,五段-バ行,終止形-一般
結婚	ケッコン	732	名詞,普通名詞,サ変可能,*,*,*
おお	オオ	733	感動詞,一般,*,*,*,*
会話	カイワ	734	名詞,普通名詞,サ変可能,*,*,*
戻ってくる	モドッテクル	735	動詞+助詞+動詞
どうしたの	ドウシタノ	736	副詞+動詞+助動詞+助詞
邪魔	ジャマ	737	名詞,普通名詞,サ変形状詞可能,*,*,*
腰	コシ	738	名詞,普通名詞,一般,*,*,*
その時	ソノトキ	739	連体詞+名詞
うまい	ウマイ	740	形容詞,一般,*,*,形容詞,終止形-一般
握る	ニギル	741	動詞,一般,*,*,五段-ラ行,終止形-一般
確か	タシカ	742	形状詞,一般,*,*,*,*
いっぱい	イッパイ	743	名詞,普通名詞,形状詞可能,*,*,*
部分	ブブン	744	名詞,普通名詞,一般,*,*,*
無事	ブジ	745	形状詞,一般,*,*,*,*
せっかく	セッカク	746	副詞,*,*,*,*,*
風	カゼ	747	名詞,普通名詞,一般,*,*,*
起こる	オコル	748	動詞,一般,*,*,五段-ラ行,終止形-一般
であろう	デアロウ	749	助動詞+動詞
熱い	アツイ	750	形容詞,一般,*,*,形容詞,終止形-一般
意外	イガイ	751	形状詞,一般,*,*,*,*
これ以上	コレイジョウ	752	代名詞+名詞
間違いない	マチガイナイ	753	名詞+形容詞
流れる	ナガレル	754	動詞,一般,*,*,下一段-ラ行,終止形-一般
花	ハナ	755	名詞,普通名詞,一般,*,*,*
涙	ナミダ	756	名詞,普通名詞,サ変可能,*,*,*
やってくる	ヤッテクル	757	動詞+助詞+動詞
倒れる	タオレル	758	動詞,一般,*,*,下一段-ラ行,終止形-一般
人生	ジンセイ	759	名詞,普通名詞,一般,*,*,*
一人で	ヒトリデ	760	名詞+助詞
もう少し	モウスコシ	761	副詞+副詞
襲う	オソウ	762	動詞,一般,*,*,五段-ワア行,終止形-一般
所	トコロ	763	名詞,固有名詞,人名,姓,*,*
料理	リョウリ	764	名詞,普通名詞,サ変可能,*,*,*
決して	ケッシテ	765	副詞,*,*,*,*,*
愛する	アイスル	766	動詞,一般,*,*,サ行変格,終止形-一般
黒い	クロイ	767	形容詞,一般,*,*,形容詞,終止形-一般
冷たい	ツメタイ	768	形容詞,一般,*,*,形容詞,終止形-一般
合わせる	アワセル	769	動詞,一般,*,*,下一段-サ行,終止形-一般
楽しむ	タノシム	770	動詞,一般,*,*,五段-マ行,終止形-一般
自然	シゼン	771	名詞,普通名詞,一般,*,*,*
納得	ナットク	772	名詞,普通名詞,サ変可能,*,*,*
周り	マワリ	773	名詞,普通名詞,一般,*,*,*
どうも	ドウモ	774	副詞+助詞
珍しい	メズラシイ	775	形容詞,一般,*,*,形容詞,終止形-一般
いいから	イイカラ	776	形容詞+助詞
どうしても	ドウシテモ	777	副詞+動詞+助詞+助詞
疲れる	ツカレル	778	動詞,一般,*,*,下一段-ラ行,終止形-一般
必死	ヒッシ	779	形状詞,一般,*,*,*,*
前に	マエニ	780	名詞+助詞
内	ナイ	781	名詞,普通名詞,副詞可能,*,*,*
追う	オウ	782	動詞,一般,*,*,五段-ワア行,終止形-一般
激しい	ハゲシイ	783	形容詞,一般,*,*,形容詞,終止形-一般
場	バ	784	名詞,普通名詞,一般,*,*,*
食う	クウ	785	動詞,一般,*,*,五段-ワア行,終止形-一般
慣れる	ナレル	786	動詞,非自立可能,*,*,下一段-ラ行,終止形-一般
勢い	イキオイ	787	名詞,普通名詞,一般,*,*,*
答え	コタエ	788	名詞,普通名詞,一般,*,*,*
落とす	オトス	789	動詞,一般,*,*,五段-サ行,終止形-一般
同時に	ドウジニ	790	名詞+助詞
判断	ハンダン	791	名詞,普通名詞,サ変可能,*,*,*
横	ヨコ	792	名詞,普通名詞,一般,*,*,*
町	マチ	793	名詞,普通名詞,一般,*,*,*
